t,PvAvailP
133631,9
133632,3
133633,3
133634,9
133635,6
133636,4
133637,8
133638,2
133639,7
133640,3
133641,7
133642,7
133643,4
133644,3
133645,8
133646,4
133647,7
133648,7
133649,9
133650,5
133651,4
133652,3
133653,9
133654,5
133655,2
133656,6
133657,5
133658,6
133659,4
133660,8
133661,4
133662,7
133663,9
133664,6
133665,10
133666,7
133667,7
133668,3
133669,8
133670,9
133671,6
133672,6
133673,5
133674,9
133675,4
133676,8
133677,6
133678,3
133679,8
133680,6
133681,9
133682,7
133683,5
133684,6
133685,5
133686,4
133687,3
133688,4
133689,9
133690,5
133691,9
133692,9
133693,8
133694,8
133695,8
133696,8
133697,4
133698,9
133699,8
133700,8
133701,8
133702,6
133703,4
133704,4
133705,9
133706,7
133707,6
133708,8
133709,5
133710,7
133711,4
133712,8
133713,10
133714,8
133715,10
133716,8
133717,5
133718,8
133719,9
133720,7
133721,10
133722,5
133723,4
133724,4
133725,9
133726,5
133727,4
133728,10
133729,7
133730,7
133731,6
133732,5
133733,7
133734,8
133735,3
133736,4
133737,10
133738,4
133739,4
133740,3
133741,8
133742,5
133743,9
133744,3
133745,5
133746,5
133747,5
133748,6
133749,6
133750,3
133751,4
133752,8
133753,9
133754,4
133755,6
133756,8
133757,8
133758,9
133759,3
133760,8
133761,9
133762,2
133763,3
133764,5
133765,2
133766,5
133767,7
133768,6
133769,4
133770,8
133771,4
133772,8
133773,8
133774,4
133775,5
133776,7
133777,4
133778,9
133779,7
133780,5
133781,7
133782,6
133783,5
133784,8
133785,8
133786,3
133787,9
133788,7
133789,8
133790,7
133791,4
133792,6
133793,4
133794,6
133795,2
133796,9
133797,7
133798,3
133799,10
133800,8
133801,9
133802,7
133803,9
133804,4
133805,6
133806,9
133807,7
133808,5
133809,7
133810,6
133811,9
133812,10
133813,6
133814,4
133815,4
133816,8
133817,5
133818,5
133819,5
133820,6
133821,7
133822,7
133823,6
133824,3
133825,4
133826,10
133827,7
133828,8
133829,10
133830,9
133831,5
133832,3
133833,5
133834,6
133835,10
133836,4
133837,3
133838,3
133839,9
133840,5
133841,9
133842,7
133843,5
133844,9
133845,8
133846,6
133847,9
133848,6
133849,6
133850,10
133851,3
133852,3
133853,4
133854,7
133855,8
133856,10
133857,9
133858,7
133859,3
133860,6
133861,8
133862,6
133863,5
133864,7
133865,8
133866,3
133867,6
133868,10
133869,9
133870,3
133871,4
133872,4
133873,10
133874,5
133875,8
133876,7
133877,3
133878,7
133879,8
133880,6
133881,3
133882,6
133883,8
133884,3
133885,10
133886,4
133887,9
133888,5
133889,8
133890,8
133891,9
133892,9
133893,6
133894,5
133895,8
133896,6
133897,10
133898,9
133899,7
133900,9
133901,8
133902,4
133903,6
133904,9
133905,8
133906,4
133907,8
133908,8
133909,6
133910,9
133911,9
133912,9
133913,5
133914,8
133915,9
133916,6
133917,10
133918,9
133919,9
133920,6
133921,7
133922,8
133923,3
133924,4
133925,4
133926,8
133927,3
133928,6
133929,8
133930,4
133931,10
133932,9
133933,3
133934,7
133935,3
133936,6
133937,8
133938,3
133939,5
133940,3
133941,10
133942,4
133943,6
133944,9
133945,7
133946,10
133947,8
133948,5
133949,3
133950,10
133951,5
133952,4
133953,10
133954,6
133955,6
133956,4
133957,9
133958,5
133959,5
133960,6
133961,8
133962,9
133963,7
133964,4
133965,10
133966,7
133967,6
133968,7
133969,3
133970,9
133971,7
133972,10
133973,8
133974,10
133975,7
133976,5
133977,7
133978,6
133979,5
133980,3
133981,8
133982,5
133983,6
133984,4
133985,8
133986,9
133987,5
133988,7
133989,6
133990,7
133991,5
133992,10
133993,7
133994,5
133995,3
133996,7
133997,9
133998,8
133999,10
134000,6
134001,7
134002,6
134003,5
134004,7
134005,9
134006,6
134007,7
134008,6
134009,4
134010,3
134011,5
134012,7
134013,4
134014,9
134015,10
134016,8
134017,4
134018,7
134019,4
134020,4
134021,10
134022,4
134023,9
134024,4
134025,6
134026,6
134027,10
134028,3
134029,8
134030,6
134031,7
134032,10
134033,4
134034,8
134035,3
134036,5
134037,10
134038,8
134039,4
134040,10
134041,6
134042,4
134043,5
134044,4
134045,8
134046,6
134047,9
134048,6
134049,5
134050,5
134051,4
134052,10
134053,10
134054,7
134055,6
134056,3
134057,5
134058,6
134059,3
134060,5
134061,6
134062,9
134063,5
134064,7
134065,4
134066,9
134067,10
134068,9
134069,10
134070,3
134071,5
134072,9
134073,6
134074,8
134075,8
134076,3
134077,10
134078,4
134079,7
134080,8
134081,3
134082,9
134083,9
134084,6
134085,7
134086,8
134087,8
134088,5
134089,8
134090,5
134091,7
134092,9
134093,3
134094,8
134095,9
134096,3
134097,5
134098,4
134099,3
134100,7
134101,8
134102,5
134103,3
134104,7
134105,8
134106,7
134107,5
134108,6
134109,9
134110,5
134111,9
134112,6
134113,7
134114,7
134115,7
134116,6
134117,3
134118,9
134119,8
134120,4
134121,4
134122,7
134123,5
134124,5
134125,4
134126,4
134127,9
134128,8
134129,6
134130,10
134131,7
134132,8
134133,6
134134,5
134135,5
134136,3
134137,5
134138,6
134139,4
134140,3
134141,3
134142,6
134143,4
134144,9
134145,9
134146,10
134147,9
134148,9
134149,10
134150,5
134151,3
134152,5
134153,9
134154,8
134155,6
134156,7
134157,9
134158,9
134159,3
134160,10
134161,9
134162,6
134163,6
134164,7
134165,9
134166,6
134167,6
134168,7
134169,7
134170,3
134171,5
134172,4
134173,8
134174,6
134175,10
134176,6
134177,9
134178,6
134179,7
134180,4
134181,9
134182,9
134183,7
134184,3
134185,3
134186,10
134187,3
134188,8
134189,4
134190,9
134191,8
134192,3
134193,5
134194,7
134195,4
134196,8
134197,6
134198,4
134199,9
134200,7
134201,4
134202,6
134203,6
134204,10
134205,5
134206,3
134207,5
134208,9
134209,4
134210,10
134211,5
134212,4
134213,7
134214,5
134215,10
134216,3
134217,7
134218,3
134219,6
134220,3
134221,8
134222,9
134223,7
134224,10
134225,8
134226,7
134227,7
134228,9
134229,6
134230,4
134231,8
134232,6
134233,6
134234,5
134235,4
134236,4
134237,4
134238,9
134239,5
134240,9
134241,4
134242,8
134243,9
134244,4
134245,8
134246,4
134247,8
134248,10
134249,4
134250,3
134251,10
134252,3
134253,9
134254,9
134255,6
134256,5
134257,10
134258,8
134259,9
134260,5
134261,10
134262,9
134263,4
134264,8
134265,8
134266,6
134267,6
134268,10
134269,5
134270,7
134271,4
134272,4
134273,5
134274,6
134275,3
134276,10
134277,4
134278,3
134279,5
134280,9
134281,10
134282,6
134283,4
134284,4
134285,6
134286,4
134287,3
134288,8
134289,8
134290,8
134291,10
134292,8
134293,6
134294,7
134295,5
134296,5
134297,9
134298,4
134299,5
134300,6
134301,5
134302,4
134303,9
134304,7
134305,10
134306,4
134307,8
134308,8
134309,4
134310,5
134311,8
134312,4
134313,6
134314,10
134315,8
134316,4
134317,7
134318,7
134319,9
134320,8
134321,4
134322,9
134323,6
134324,5
134325,10
134326,8
134327,9
134328,9
134329,8
134330,6
134331,5
134332,9
134333,5
134334,3
134335,5
134336,8
134337,7
134338,7
134339,6
134340,8
134341,4
134342,3
134343,6
134344,10
134345,10
134346,5
134347,3
134348,7
134349,8
134350,7
134351,9
134352,4
134353,10
134354,9
134355,6
134356,7
134357,3
134358,5
134359,6
134360,5
134361,5
134362,8
134363,9
134364,8
134365,6
134366,4
134367,9
134368,8
134369,6
134370,5
134371,8
134372,8
134373,4
134374,7
134375,6
134376,9
134377,7
134378,9
134379,9
134380,5
134381,9
134382,6
134383,4
134384,7
134385,7
134386,6
134387,10
134388,4
134389,10
134390,4
134391,10
134392,5
134393,6
134394,5
134395,6
134396,8
134397,7
134398,8
134399,9
134400,6
134401,10
134402,10
134403,11
134404,4
134405,7
134406,11
134407,9
134408,9
134409,5
134410,6
134411,8
134412,9
134413,6
134414,4
134415,10
134416,4
134417,11
134418,8
134419,4
134420,7
134421,4
134422,6
134423,4
134424,4
134425,10
134426,7
134427,10
134428,7
134429,6
134430,8
134431,10
134432,5
134433,5
134434,9
134435,4
134436,9
134437,10
134438,10
134439,7
134440,10
134441,5
134442,9
134443,7
134444,8
134445,9
134446,5
134447,10
134448,5
134449,8
134450,5
134451,7
134452,5
134453,8
134454,5
134455,4
134456,4
134457,8
134458,7
134459,8
134460,6
134461,9
134462,3
134463,4
134464,10
134465,8
134466,9
134467,10
134468,10
134469,10
134470,9
134471,4
134472,7
134473,11
134474,4
134475,9
134476,3
134477,4
134478,8
134479,8
134480,11
134481,5
134482,8
134483,9
134484,6
134485,4
134486,6
134487,6
134488,6
134489,10
134490,5
134491,5
134492,8
134493,10
134494,6
134495,4
134496,4
134497,10
134498,8
134499,10
134500,8
134501,9
134502,5
134503,4
134504,7
134505,10
134506,10
134507,9
134508,5
134509,6
134510,4
134511,4
134512,11
134513,9
134514,8
134515,6
134516,8
134517,7
134518,9
134519,8
134520,7
134521,5
134522,4
134523,4
134524,6
134525,4
134526,4
134527,7
134528,9
134529,7
134530,8
134531,4
134532,8
134533,7
134534,9
134535,9
134536,5
134537,5
134538,10
134539,10
134540,9
134541,5
134542,10
134543,9
134544,10
134545,4
134546,8
134547,5
134548,11
134549,9
134550,8
134551,9
134552,8
134553,10
134554,10
134555,11
134556,8
134557,11
134558,10
134559,4
134560,4
134561,4
134562,7
134563,10
134564,8
134565,9
134566,5
134567,7
134568,4
134569,7
134570,11
134571,11
134572,9
134573,6
134574,6
134575,5
134576,6
134577,5
134578,9
134579,7
134580,11
134581,7
134582,10
134583,7
134584,4
134585,5
134586,8
134587,10
134588,6
134589,6
134590,6
134591,4
134592,5
134593,11
134594,5
134595,6
134596,10
134597,8
134598,5
134599,7
134600,11
134601,6
134602,8
134603,7
134604,9
134605,9
134606,8
134607,9
134608,9
134609,9
134610,4
134611,8
134612,5
134613,8
134614,11
134615,7
134616,6
134617,7
134618,6
134619,6
134620,5
134621,8
134622,6
134623,11
134624,10
134625,8
134626,6
134627,8
134628,5
134629,8
134630,7
134631,6
134632,6
134633,5
134634,4
134635,8
134636,9
134637,11
134638,7
134639,5
134640,5
134641,6
134642,9
134643,4
134644,5
134645,4
134646,5
134647,10
134648,8
134649,7
134650,8
134651,11
134652,9
134653,4
134654,6
134655,4
134656,10
134657,5
134658,4
134659,8
134660,6
134661,7
134662,9
134663,4
134664,8
134665,11
134666,8
134667,10
134668,11
134669,8
134670,8
134671,7
134672,10
134673,11
134674,10
134675,6
134676,5
134677,6
134678,7
134679,7
134680,7
134681,4
134682,11
134683,10
134684,6
134685,5
134686,10
134687,8
134688,9
134689,11
134690,4
134691,9
134692,11
134693,7
134694,10
134695,10
134696,7
134697,8
134698,8
134699,9
134700,10
134701,11
134702,8
134703,10
134704,11
134705,9
134706,10
134707,8
134708,10
134709,10
134710,9
134711,5
134712,10
134713,6
134714,10
134715,9
134716,5
134717,4
134718,9
134719,6
134720,9
134721,8
134722,8
134723,6
134724,8
134725,10
134726,5
134727,5
134728,4
134729,5
134730,9
134731,8
134732,9
134733,11
134734,8
134735,9
134736,5
134737,4
134738,10
134739,10
134740,9
134741,7
134742,7
134743,10
134744,8
134745,5
134746,11
134747,11
134748,10
134749,6
134750,7
134751,9
134752,9
134753,6
134754,9
134755,5
134756,7
134757,6
134758,8
134759,6
134760,4
134761,4
134762,5
134763,10
134764,9
134765,10
134766,5
134767,10
134768,5
134769,5
134770,6
134771,5
134772,8
134773,6
134774,10
134775,7
134776,11
134777,8
134778,5
134779,6
134780,5
134781,7
134782,5
134783,10
134784,10
134785,5
134786,7
134787,8
134788,9
134789,6
134790,4
134791,6
134792,11
134793,11
134794,8
134795,4
134796,6
134797,7
134798,5
134799,8
134800,10
134801,6
134802,6
134803,10
134804,7
134805,11
134806,11
134807,10
134808,9
134809,8
134810,10
134811,4
134812,7
134813,6
134814,11
134815,7
134816,5
134817,6
134818,11
134819,5
134820,5
134821,9
134822,6
134823,7
134824,4
134825,8
134826,5
134827,6
134828,10
134829,11
134830,11
134831,8
134832,11
134833,10
134834,9
134835,6
134836,8
134837,5
134838,6
134839,6
134840,9
134841,4
134842,9
134843,5
134844,6
134845,5
134846,9
134847,4
134848,8
134849,6
134850,6
134851,10
134852,11
134853,10
134854,12
134855,7
134856,9
134857,10
134858,6
134859,10
134860,5
134861,11
134862,9
134863,10
134864,8
134865,11
134866,8
134867,7
134868,6
134869,5
134870,10
134871,11
134872,9
134873,7
134874,5
134875,11
134876,9
134877,11
134878,7
134879,6
134880,11
134881,7
134882,9
134883,10
134884,10
134885,5
134886,11
134887,6
134888,4
134889,5
134890,10
134891,7
134892,9
134893,5
134894,5
134895,7
134896,10
134897,9
134898,6
134899,10
134900,9
134901,5
134902,7
134903,11
134904,7
134905,8
134906,6
134907,7
134908,5
134909,6
134910,11
134911,7
134912,5
134913,11
134914,11
134915,4
134916,9
134917,10
134918,7
134919,7
134920,10
134921,9
134922,8
134923,11
134924,8
134925,5
134926,9
134927,6
134928,8
134929,7
134930,10
134931,4
134932,8
134933,9
134934,4
134935,10
134936,11
134937,7
134938,9
134939,6
134940,11
134941,6
134942,9
134943,11
134944,9
134945,5
134946,11
134947,12
134948,9
134949,8
134950,6
134951,7
134952,12
134953,7
134954,6
134955,5
134956,9
134957,4
134958,10
134959,10
134960,11
134961,10
134962,9
134963,5
134964,5
134965,6
134966,8
134967,10
134968,11
134969,5
134970,6
134971,11
134972,11
134973,9
134974,4
134975,12
134976,5
134977,9
134978,6
134979,5
134980,8
134981,8
134982,9
134983,6
134984,10
134985,8
134986,10
134987,10
134988,9
134989,6
134990,9
134991,4
134992,5
134993,8
134994,7
134995,6
134996,12
134997,4
134998,11
134999,11
135000,9
135001,7
135002,9
135003,12
135004,9
135005,9
135006,10
135007,6
135008,10
135009,11
135010,5
135011,11
135012,8
135013,8
135014,4
135015,8
135016,5
135017,12
135018,11
135019,11
135020,12
135021,7
135022,9
135023,5
135024,10
135025,12
135026,7
135027,5
135028,9
135029,5
135030,8
135031,6
135032,8
135033,5
135034,7
135035,11
135036,6
135037,5
135038,7
135039,5
135040,7
135041,9
135042,5
135043,12
135044,6
135045,11
135046,9
135047,7
135048,11
135049,10
135050,9
135051,9
135052,11
135053,9
135054,7
135055,6
135056,4
135057,10
135058,9
135059,8
135060,5
135061,6
135062,10
135063,7
135064,9
135065,12
135066,8
135067,6
135068,9
135069,7
135070,6
135071,12
135072,12
135073,9
135074,6
135075,6
135076,8
135077,12
135078,5
135079,4
135080,9
135081,11
135082,7
135083,9
135084,7
135085,4
135086,10
135087,11
135088,5
135089,6
135090,10
135091,6
135092,7
135093,6
135094,8
135095,7
135096,5
135097,6
135098,10
135099,10
135100,7
135101,5
135102,5
135103,7
135104,10
135105,5
135106,5
135107,6
135108,11
135109,11
135110,5
135111,12
135112,7
135113,9
135114,11
135115,8
135116,5
135117,6
135118,8
135119,12
135120,5
135121,11
135122,5
135123,11
135124,10
135125,5
135126,10
135127,6
135128,12
135129,12
135130,5
135131,7
135132,5
135133,7
135134,9
135135,8
135136,7
135137,9
135138,12
135139,10
135140,10
135141,6
135142,9
135143,5
135144,10
135145,10
135146,12
135147,6
135148,5
135149,8
135150,7
135151,5
135152,12
135153,8
135154,11
135155,9
135156,12
135157,8
135158,9
135159,10
135160,8
135161,10
135162,11
135163,5
135164,10
135165,11
135166,11
135167,12
135168,9
135169,7
135170,10
135171,5
135172,10
135173,11
135174,10
135175,12
135176,12
135177,5
135178,9
135179,10
135180,6
135181,5
135182,9
135183,10
135184,9
135185,10
135186,5
135187,12
135188,10
135189,8
135190,11
135191,11
135192,5
135193,6
135194,8
135195,9
135196,10
135197,8
135198,6
135199,6
135200,12
135201,7
135202,5
135203,5
135204,11
135205,5
135206,8
135207,10
135208,10
135209,6
135210,10
135211,10
135212,10
135213,9
135214,5
135215,5
135216,8
135217,12
135218,8
135219,6
135220,11
135221,11
135222,11
135223,9
135224,12
135225,5
135226,9
135227,11
135228,10
135229,12
135230,6
135231,11
135232,9
135233,9
135234,5
135235,12
135236,10
135237,9
135238,12
135239,11
135240,7
135241,11
135242,5
135243,6
135244,8
135245,5
135246,5
135247,10
135248,11
135249,8
135250,9
135251,5
135252,7
135253,10
135254,7
135255,8
135256,9
135257,8
135258,8
135259,12
135260,10
135261,6
135262,10
135263,10
135264,10
135265,5
135266,7
135267,6
135268,6
135269,10
135270,8
135271,7
135272,8
135273,8
135274,5
135275,5
135276,8
135277,12
135278,5
135279,9
135280,6
135281,8
135282,12
135283,8
135284,6
135285,10
135286,12
135287,12
135288,7
135289,6
135290,7
135291,6
135292,7
135293,7
135294,11
135295,7
135296,6
135297,9
135298,11
135299,6
135300,9
135301,10
135302,9
135303,8
135304,12
135305,9
135306,10
135307,9
135308,11
135309,7
135310,8
135311,7
135312,12
135313,8
135314,7
135315,10
135316,9
135317,8
135318,6
135319,5
135320,6
135321,11
135322,9
135323,10
135324,12
135325,8
135326,6
135327,5
135328,7
135329,6
135330,8
135331,12
135332,8
135333,9
135334,6
135335,8
135336,11
135337,8
135338,7
135339,5
135340,10
135341,12
135342,6
135343,7
135344,7
135345,12
135346,10
135347,6
135348,10
135349,8
135350,7
135351,11
135352,11
135353,6
135354,9
135355,11
135356,8
135357,12
135358,11
135359,6
135360,8
135361,10
135362,8
135363,10
135364,11
135365,6
135366,9
135367,10
135368,9
135369,9
135370,12
135371,6
135372,9
135373,7
135374,10
135375,10
135376,9
135377,7
135378,10
135379,10
135380,10
135381,7
135382,5
135383,10
135384,8
135385,9
135386,5
135387,9
135388,7
135389,8
135390,9
135391,7
135392,6
135393,12
135394,10
135395,9
135396,7
135397,10
135398,7
135399,10
135400,5
135401,10
135402,6
135403,7
135404,9
135405,12
135406,7
135407,11
135408,5
135409,8
135410,12
135411,6
135412,9
135413,11
135414,7
135415,8
135416,11
135417,11
135418,13
135419,11
135420,10
135421,10
135422,10
135423,12
135424,6
135425,10
135426,10
135427,10
135428,10
135429,7
135430,6
135431,8
135432,10
135433,10
135434,11
135435,7
135436,9
135437,7
135438,8
135439,5
135440,6
135441,6
135442,6
135443,8
135444,8
135445,12
135446,5
135447,5
135448,6
135449,7
135450,10
135451,9
135452,8
135453,11
135454,5
135455,12
135456,10
135457,12
135458,10
135459,10
135460,5
135461,5
135462,8
135463,8
135464,9
135465,5
135466,9
135467,10
135468,7
135469,8
135470,7
135471,12
135472,8
135473,7
135474,6
135475,12
135476,12
135477,11
135478,7
135479,12
135480,9
135481,12
135482,6
135483,8
135484,13
135485,12
135486,11
135487,7
135488,9
135489,9
135490,9
135491,12
135492,10
135493,8
135494,11
135495,5
135496,6
135497,11
135498,8
135499,10
135500,7
135501,10
135502,10
135503,6
135504,8
135505,6
135506,7
135507,10
135508,8
135509,10
135510,12
135511,8
135512,12
135513,7
135514,10
135515,5
135516,12
135517,11
135518,6
135519,10
135520,7
135521,13
135522,12
135523,9
135524,12
135525,10
135526,10
135527,13
135528,5
135529,10
135530,6
135531,5
135532,7
135533,10
135534,9
135535,5
135536,9
135537,10
135538,10
135539,12
135540,8
135541,5
135542,11
135543,5
135544,12
135545,6
135546,8
135547,12
135548,10
135549,10
135550,12
135551,13
135552,11
135553,8
135554,10
135555,9
135556,10
135557,10
135558,10
135559,12
135560,8
135561,9
135562,11
135563,10
135564,8
135565,11
135566,6
135567,10
135568,8
135569,10
135570,12
135571,6
135572,9
135573,9
135574,7
135575,8
135576,12
135577,12
135578,7
135579,12
135580,11
135581,10
135582,11
135583,9
135584,7
135585,6
135586,12
135587,12
135588,12
135589,9
135590,12
135591,11
135592,7
135593,12
135594,13
135595,7
135596,6
135597,7
135598,12
135599,12
135600,5
135601,11
135602,6
135603,12
135604,6
135605,6
135606,9
135607,11
135608,6
135609,12
135610,10
135611,8
135612,12
135613,8
135614,13
135615,12
135616,6
135617,8
135618,10
135619,7
135620,7
135621,9
135622,10
135623,10
135624,7
135625,10
135626,7
135627,6
135628,8
135629,9
135630,6
135631,9
135632,11
135633,6
135634,11
135635,13
135636,11
135637,12
135638,11
135639,8
135640,12
135641,11
135642,7
135643,9
135644,11
135645,12
135646,5
135647,12
135648,7
135649,8
135650,8
135651,12
135652,8
135653,6
135654,7
135655,12
135656,7
135657,7
135658,5
135659,11
135660,7
135661,8
135662,13
135663,9
135664,9
135665,9
135666,8
135667,13
135668,7
135669,7
135670,10
135671,6
135672,11
135673,7
135674,9
135675,12
135676,12
135677,11
135678,13
135679,9
135680,12
135681,10
135682,7
135683,7
135684,11
135685,8
135686,9
135687,7
135688,9
135689,7
135690,7
135691,12
135692,8
135693,8
135694,6
135695,11
135696,12
135697,8
135698,7
135699,7
135700,7
135701,8
135702,11
135703,12
135704,6
135705,12
135706,11
135707,13
135708,13
135709,9
135710,13
135711,12
135712,12
135713,11
135714,11
135715,11
135716,6
135717,11
135718,6
135719,11
135720,6
135721,10
135722,8
135723,9
135724,9
135725,9
135726,12
135727,6
135728,11
135729,7
135730,11
135731,12
135732,10
135733,7
135734,11
135735,13
135736,6
135737,9
135738,11
135739,10
135740,12
135741,10
135742,13
135743,6
135744,11
135745,13
135746,6
135747,10
135748,9
135749,9
135750,13
135751,13
135752,10
135753,8
135754,13
135755,8
135756,12
135757,11
135758,9
135759,12
135760,11
135761,8
135762,6
135763,13
135764,12
135765,7
135766,9
135767,12
135768,9
135769,11
135770,11
135771,11
135772,7
135773,6
135774,8
135775,7
135776,10
135777,12
135778,10
135779,10
135780,13
135781,8
135782,13
135783,6
135784,11
135785,8
135786,11
135787,6
135788,12
135789,12
135790,12
135791,8
135792,8
135793,8
135794,11
135795,10
135796,6
135797,12
135798,6
135799,13
135800,7
135801,11
135802,9
135803,6
135804,10
135805,7
135806,8
135807,10
135808,13
135809,6
135810,7
135811,8
135812,7
135813,7
135814,11
135815,7
135816,9
135817,7
135818,6
135819,12
135820,7
135821,7
135822,7
135823,10
135824,8
135825,7
135826,9
135827,8
135828,13
135829,13
135830,9
135831,11
135832,9
135833,13
135834,6
135835,11
135836,8
135837,7
135838,11
135839,9
135840,8
135841,7
135842,7
135843,8
135844,6
135845,8
135846,9
135847,12
135848,7
135849,9
135850,9
135851,9
135852,10
135853,13
135854,10
135855,12
135856,6
135857,10
135858,11
135859,9
135860,12
135861,6
135862,7
135863,6
135864,8
135865,7
135866,13
135867,13
135868,7
135869,12
135870,10
135871,7
135872,8
135873,7
135874,7
135875,13
135876,10
135877,6
135878,7
135879,13
135880,10
135881,9
135882,12
135883,12
135884,12
135885,6
135886,6
135887,10
135888,13
135889,9
135890,13
135891,12
135892,9
135893,11
135894,11
135895,9
135896,7
135897,9
135898,7
135899,8
135900,11
135901,12
135902,10
135903,10
135904,10
135905,12
135906,9
135907,6
135908,12
135909,13
135910,6
135911,8
135912,9
135913,13
135914,10
135915,8
135916,9
135917,8
135918,12
135919,9
135920,9
135921,12
135922,11
135923,11
135924,13
135925,11
135926,8
135927,9
135928,10
135929,13
135930,10
135931,11
135932,14
135933,6
135934,10
135935,10
135936,12
135937,13
135938,10
135939,9
135940,7
135941,7
135942,9
135943,7
135944,7
135945,9
135946,13
135947,10
135948,9
135949,7
135950,12
135951,13
135952,13
135953,13
135954,10
135955,7
135956,12
135957,10
135958,10
135959,9
135960,7
135961,9
135962,8
135963,7
135964,11
135965,13
135966,12
135967,11
135968,9
135969,11
135970,13
135971,9
135972,14
135973,6
135974,12
135975,11
135976,11
135977,8
135978,6
135979,9
135980,8
135981,9
135982,10
135983,10
135984,6
135985,7
135986,11
135987,9
135988,11
135989,9
135990,9
135991,10
135992,13
135993,8
135994,8
135995,9
135996,9
135997,10
135998,11
135999,11
136000,6
136001,8
136002,7
136003,14
136004,13
136005,11
136006,14
136007,11
136008,6
136009,11
136010,13
136011,13
136012,11
136013,12
136014,11
136015,10
136016,11
136017,13
136018,10
136019,12
136020,9
136021,10
136022,11
136023,10
136024,13
136025,13
136026,7
136027,12
136028,11
136029,13
136030,7
136031,8
136032,11
136033,8
136034,13
136035,11
136036,10
136037,9
136038,13
136039,12
136040,12
136041,12
136042,9
136043,12
136044,9
136045,11
136046,7
136047,10
136048,12
136049,6
136050,8
136051,8
136052,8
136053,13
136054,9
136055,7
136056,7
136057,12
136058,10
136059,11
136060,7
136061,9
136062,13
136063,11
136064,12
136065,14
136066,14
136067,14
136068,9
136069,10
136070,10
136071,14
136072,10
136073,13
136074,13
136075,7
136076,8
136077,11
136078,7
136079,13
136080,6
136081,9
136082,6
136083,9
136084,11
136085,11
136086,7
136087,11
136088,11
136089,12
136090,10
136091,10
136092,12
136093,9
136094,7
136095,11
136096,8
136097,13
136098,9
136099,12
136100,8
136101,10
136102,8
136103,11
136104,11
136105,11
136106,11
136107,12
136108,8
136109,13
136110,12
136111,12
136112,11
136113,11
136114,7
136115,11
136116,11
136117,10
136118,13
136119,11
136120,7
136121,9
136122,9
136123,12
136124,8
136125,9
136126,14
136127,12
136128,9
136129,9
136130,7
136131,8
136132,10
136133,9
136134,9
136135,8
136136,9
136137,10
136138,8
136139,10
136140,14
136141,8
136142,9
136143,13
136144,9
136145,14
136146,13
136147,8
136148,12
136149,11
136150,11
136151,11
136152,13
136153,10
136154,13
136155,13
136156,13
136157,11
136158,12
136159,7
136160,10
136161,13
136162,13
136163,11
136164,6
136165,9
136166,7
136167,12
136168,14
136169,13
136170,13
136171,11
136172,7
136173,8
136174,12
136175,8
136176,13
136177,14
136178,9
136179,13
136180,14
136181,11
136182,11
136183,9
136184,10
136185,13
136186,12
136187,9
136188,7
136189,13
136190,11
136191,8
136192,11
136193,12
136194,14
136195,11
136196,9
136197,11
136198,10
136199,9
136200,13
136201,13
136202,11
136203,10
136204,10
136205,9
136206,14
136207,8
136208,11
136209,13
136210,7
136211,12
136212,9
136213,7
136214,9
136215,9
136216,7
136217,9
136218,9
136219,12
136220,12
136221,12
136222,11
136223,11
136224,10
136225,11
136226,9
136227,8
136228,9
136229,14
136230,13
136231,10
136232,8
136233,13
136234,10
136235,11
136236,8
136237,8
136238,12
136239,8
136240,12
136241,12
136242,11
136243,10
136244,14
136245,14
136246,9
136247,10
136248,12
136249,7
136250,9
136251,8
136252,10
136253,9
136254,11
136255,12
136256,12
136257,8
136258,12
136259,13
136260,9
136261,11
136262,7
136263,11
136264,14
136265,12
136266,11
136267,8
136268,10
136269,10
136270,8
136271,9
136272,8
136273,7
136274,10
136275,8
136276,13
136277,7
136278,12
136279,9
136280,7
136281,9
136282,10
136283,9
136284,8
136285,12
136286,14
136287,8
136288,8
136289,13
136290,12
136291,9
136292,10
136293,11
136294,10
136295,8
136296,13
136297,10
136298,13
136299,11
136300,14
136301,12
136302,9
136303,7
136304,12
136305,13
136306,13
136307,13
136308,14
136309,11
136310,12
136311,13
136312,8
136313,14
136314,12
136315,14
136316,12
136317,11
136318,11
136319,11
136320,13
136321,13
136322,13
136323,12
136324,10
136325,12
136326,8
136327,12
136328,9
136329,14
136330,13
136331,11
136332,13
136333,9
136334,8
136335,9
136336,8
136337,10
136338,8
136339,13
136340,7
136341,10
136342,12
136343,11
136344,11
136345,9
136346,8
136347,11
136348,12
136349,13
136350,11
136351,9
136352,11
136353,8
136354,9
136355,11
136356,11
136357,10
136358,7
136359,11
136360,13
136361,14
136362,8
136363,13
136364,11
136365,11
136366,8
136367,13
136368,11
136369,9
136370,13
136371,11
136372,8
136373,14
136374,9
136375,11
136376,8
136377,11
136378,9
136379,10
136380,13
136381,12
136382,7
136383,10
136384,7
136385,9
136386,13
136387,10
136388,10
136389,10
136390,11
136391,11
136392,14
136393,7
136394,11
136395,10
136396,14
136397,10
136398,12
136399,7
136400,12
136401,14
136402,10
136403,8
136404,8
136405,9
136406,12
136407,13
136408,8
136409,11
136410,7
136411,8
136412,14
136413,13
136414,12
136415,10
136416,14
136417,10
136418,14
136419,14
136420,9
136421,7
136422,11
136423,10
136424,7
136425,11
136426,15
136427,9
136428,11
